bin	coverage	relative	background.mean
1	0.8166985983664509	0.9845869359647133	0.8294834803655374
2	0.8178683069476905	0.9859971009757442	0.8294834803655374
3	0.8165372592517565	0.9843924304459013	0.8294834803655374
4	0.814177674700028	0.9815477872340936	0.8294834803655374
5	0.8171523646264025	0.9851339827362193	0.8294834803655374
6	0.8185640818796149	0.9868359060253852	0.8294834803655374
7	0.8202883936674636	0.9889146837571476	0.8294834803655374
8	0.8181304830089646	0.9863131724436878	0.8294834803655374
9	0.824069779167096	0.9934734068530747	0.8294834803655374
10	0.8238277704951289	0.9931816485749467	0.8294834803655374
11	0.8262176061309036	0.996062761571581	0.8294834803655374
12	0.8240395280831102	0.9934369370683209	0.8294834803655374
13	0.8207925784007095	0.989522513503225	0.8294834803655374
14	0.827649490773428	0.9977889980505684	0.8294834803655374
15	0.8292527982252552	0.9997218966432212	0.8294834803655374
16	0.829363718866585	0.9998556191873771	0.8294834803655374
17	0.8300494101038935	1.0006822676421556	0.8294834803655374
18	0.8305838459211251	1.0013265671729867	0.8294834803655374
19	0.8360391247353122	1.0079032850261054	0.8294834803655374
20	0.8331551880608985	1.0044264988782454	0.8294834803655374
21	0.831894726227692	1.0029069245129414	0.8294834803655374
22	0.8402843601895753	1.0130212114884773	0.8294834803655374
23	0.8464757487143567	1.0204853607709357	0.8294834803655374
24	0.8404255319148974	1.013191403817395	0.8294834803655374
25	0.8372693354845319	1.0093863896066542	0.8294834803655374
26	0.8387718059897076	1.0111977222500887	0.8294834803655374
27	0.8410708883735296	1.0139694258924672	0.8294834803655374
28	0.8373096702632008	1.0094350159863517	0.8294834803655374
29	0.8327215891902521	1.0039037652965526	0.8294834803655374
30	0.8354341030553467	1.0071738893307278	0.8294834803655374
31	0.831612382777046	1.002566539855104	0.8294834803655374
32	0.8311787839064013	1.0020438062734134	0.8294834803655374
33	0.833024100030267	1.0042684631442802	0.8294834803655374
34	0.835474437834022	1.0072225157104329	0.8294834803655374
35	0.8389129777150286	1.0113679145790049	0.8294834803655374
36	0.8390339820510504	1.0115137937181151	0.8294834803655374
37	0.8406675405868645	1.013483162095523	0.8294834803655374
38	0.845013612987784	1.018722654507119	0.8294834803655374
39	0.8479681355248485	1.0222845368194255	0.8294834803655374
40	0.843490975093298	1.016887008673865	0.8294834803655374
41	0.8444590097811794	1.0180540417863928	0.8294834803655374
42	0.84031461127356	1.0130576812732297	0.8294834803655374
43	0.8363618029646214	1.0082922960636331	0.8294834803655374
44	0.8317031360290105	1.0026759492093742	0.8294834803655374
45	0.8302914187758615	1.0009740259202848	0.8294834803655374
46	0.8333568619541988	1.0046696307766785	0.8294834803655374
47	0.8259554300695618	0.995746690103556	0.8294834803655374
48	0.8275083190481058	0.9976188057216508	0.8294834803655374
49	0.8245336291217303	0.9940326102195238	0.8294834803655374
50	0.828325098316045	0.9986034899103934	0.8294834803655374
51	0.8365735605526066	1.0085475845570122	0.8294834803655374
52	0.8352425128567379	1.0069429140272481	0.8294834803655374
53	0.8415044872441079	1.014492159474078	0.8294834803655374
54	0.848855500655457	1.023354317172637	0.8294834803655374
55	0.8554905717455075	1.0313533566316586	0.8294834803655374
56	0.8566804477160532	1.032787834832504	0.8294834803655374
57	0.8563880205707186	1.0324352935797165	0.8294834803655374
58	0.8534234143390331	1.0288612546725413	0.8294834803655374
59	0.8595643843904587	1.036264620980354	0.8294834803655374
60	0.8601189875970574	1.0369332337010733	0.8294834803655374
61	0.8497932842593539	1.0244848805004125	0.8294834803655374
62	0.84515478471311	1.0188928468360414	0.8294834803655374
63	0.8411011394575079	1.014005895677212	0.8294834803655374
64	0.8318745588383907	1.0028826113231328	0.8294834803655374
65	0.8212866794393329	0.9901181866544317	0.8294834803655374
66	0.817313703741025	0.9853284882549446	0.8294834803655374
67	0.8148129474639778	0.9823136527142233	0.8294834803655374
68	0.8130583845921434	0.9801984051977072	0.8294834803655374
69	0.8150448724412616	0.9825932543974076	0.8294834803655374
70	0.8105374609256555	0.9771592564670091	0.8294834803655374
71	0.8169708581224048	0.9849151640275964	0.8294834803655374
72	0.8182414036503041	0.9864468949878553	0.8294834803655374
73	0.8207119088434306	0.9894252607439012	0.8294834803655374
74	0.8222647978219018	0.9912973763619083	0.8294834803655374
75	0.8255722496722707	0.995284739496508	0.8294834803655374
76	0.822829484723182	0.9919781456775689	0.8294834803655374
77	0.8256730866189164	0.9954063054457192	0.8294834803655374
78	0.8264192800242051	0.9963058934700157	0.8294834803655374
79	0.8213572653019929	0.9902032828188894	0.8294834803655374
80	0.8163355853584537	0.9841492985474651	0.8294834803655374
81	0.8130079661187821	0.9801376222230551	0.8294834803655374
82	0.8188665927195614	0.9872006038730303	0.8294834803655374
83	0.8179893112836433	0.9861429801147711	0.8294834803655374
84	0.8203690632247438	0.9890119365164728	0.8294834803655374
85	0.8265302006655406	0.9964396160141786	0.8294834803655374
86	0.8324997479076556	1.0036363202083167	0.8294834803655374
87	0.8362407986286036	1.008146416924528	0.8294834803655374
88	0.8368256529192638	1.0088514994300921	0.8294834803655374
89	0.8369668246445144	1.0090216917589236	0.8294834803655374
90	0.8442371684985135	1.0177865966980733	0.8294834803655374
91	0.8459917313703488	1.0199018442145906	0.8294834803655374
92	0.8463144095996595	1.0202908552521204	0.8294834803655374
93	0.8435918120399533	1.017008574623088	0.8294834803655374
94	0.8432691338106343	1.0166195635855482	0.8294834803655374
95	0.8380659473630991	1.010346760605503	0.8294834803655374
96	0.8375516789351743	1.0097267742644873	0.8294834803655374
97	0.8301603307451589	1.000815990186234	0.8294834803655374
98	0.8312292023797573	1.002104589248059	0.8294834803655374
99	0.8343551477261337	1.0058731336740419	0.8294834803655374
100	0.8338610466875055	1.0052774605228292	0.8294834803655374
101	0.8321972370676367	1.0032716223605844	0.8294834803655374
